t_session_sec,abs_ts,phase_rec,trial_idx_rec,attention_rec,attention_pct_rec,attention_window_open_rec,theta_power_rec,smr_power_rec,beta1_power_rec
8.4140,1785919024.831041,B,1,0.0909,0.0097,0,0.4169,0.4862,0.2689
8.4941,1785919024.911422,B,1,0.0694,0.0192,0,0.3986,0.4923,0.2658
8.5719,1785919024.988802,B,1,0.0629,0.0476,0,0.3772,0.5770,0.3265
8.6519,1785919025.068845,B,1,0.0525,0.0283,0,0.3963,0.5353,0.2935
8.7280,1785919025.145252,B,1,0.0676,0.1028,0,0.3664,0.5882,0.3291
8.8080,1785919025.225238,B,1,0.0501,0.0093,0,0.4204,0.4557,0.2670
8.8839,1785919025.300855,B,1,0.0571,0.0734,0,0.3708,0.5476,0.3156
8.9618,1785919025.378811,B,1,0.0563,0.0545,0,0.3737,0.5481,0.2959
9.0396,1785919025.456649,B,1,0.0475,0.0270,0,0.4112,0.4644,0.2666
9.1195,1785919025.536545,B,1,0.0360,0.0089,0,0.4404,0.4239,0.2557
9.1976,1785919025.614594,B,1,0.0305,0.0177,0,0.4252,0.4468,0.2628
9.2751,1785919025.692095,B,1,0.0371,0.0526,0,0.4040,0.4798,0.2698
9.3551,1785919025.772157,B,1,0.0495,0.0783,0,0.3928,0.5175,0.2875
9.4330,1785919025.849851,B,1,0.0708,0.1207,0,0.3720,0.5621,0.3103
9.5130,1785919025.929896,B,1,0.0547,0.0171,0,0.4245,0.4464,0.2493
9.5899,1785919026.006839,B,1,0.0434,0.0169,0,0.4292,0.4370,0.2536
9.6689,1785919026.085785,B,1,0.0556,0.0840,0,0.3919,0.4934,0.2755
9.7489,1785919026.165851,B,1,0.0439,0.0167,0,0.4370,0.4433,0.2609
9.8269,1785919026.243855,B,1,0.0332,0.0083,0,0.4502,0.4082,0.2332
9.9069,1785919026.323803,B,1,0.0257,0.0082,0,0.4599,0.4025,0.2284
9.9829,1785919026.399802,B,1,0.0253,0.0244,0,0.4495,0.4039,0.2459
10.0619,1785919026.478834,B,1,0.0274,0.0323,0,0.4463,0.4085,0.2430
10.1411,1785919026.558031,B,1,0.0336,0.0480,0,0.4383,0.4313,0.2504
10.2191,1785919026.636053,B,1,0.0283,0.0159,0,0.4534,0.4067,0.2376
10.2991,1785919026.716041,B,1,0.0221,0.0079,0,0.4594,0.3792,0.2286
10.3767,1785919026.793750,B,1,0.0225,0.0234,0,0.4548,0.3856,0.2205
10.4557,1785919026.872780,B,1,0.0507,0.1163,0,0.4168,0.4673,0.2564
10.5338,1785919026.950894,B,1,0.0608,0.0846,0,0.4321,0.4469,0.2549
10.6138,1785919027.030727,B,1,0.0472,0.0153,0,0.4610,0.3908,0.2322
10.6918,1785919027.109190,B,1,0.0535,0.0682,0,0.4446,0.4269,0.2480
10.7707,1785919027.187616,B,1,0.0600,0.0752,0,0.4428,0.4295,0.2506
10.8506,1785919027.267766,B,1,0.0577,0.0522,0,0.4509,0.4154,0.2423
10.9287,1785919027.345682,B,1,0.0470,0.0222,0,0.4618,0.4000,0.2353
11.0068,1785919027.423950,B,1,0.0726,0.1324,0,0.4284,0.4543,0.2573
11.0846,1785919027.501760,B,1,0.1122,0.2044,0,0.3982,0.5125,0.2972
11.1646,1785919027.581594,B,1,0.1285,0.1667,0,0.4182,0.4705,0.2655
11.2426,1785919027.659558,B,1,0.1245,0.1151,0,0.4344,0.4354,0.2526
11.3227,1785919027.740103,B,1,0.1750,0.2929,0,0.3703,0.5665,0.3171
11.4006,1785919027.817829,B,1,0.1927,0.2340,0,0.3908,0.5222,0.2964
11.4806,1785919027.897632,B,1,0.1962,0.2042,0,0.4045,0.5219,0.2866
11.5577,1785919027.974661,B,1,0.2506,0.3776,0,0.3487,0.5993,0.3465
11.6357,1785919028.052854,B,1,0.2754,0.3333,0,0.3660,0.6079,0.3345
11.7153,1785919028.132229,B,1,0.2900,0.3241,0,0.3664,0.5921,0.3285
11.7935,1785919028.210381,B,1,0.3017,0.3288,0,0.3616,0.5883,0.3210
11.8716,1785919028.288474,B,1,0.3540,0.4762,0,0.3312,0.6546,0.3605
11.9515,1785919028.368403,B,1,0.3512,0.3446,0,0.3614,0.5816,0.3273
12.0295,1785919028.446445,B,1,0.3505,0.3490,0,0.3583,0.5779,0.3215
12.1085,1785919028.525470,B,1,0.3914,0.4867,0,0.3265,0.6345,0.3518
12.1861,1785919028.603053,B,1,0.4071,0.4437,0,0.3391,0.6579,0.3503
12.2661,1785919028.682953,B,1,0.4803,0.6513,0,0.3038,0.7541,0.4026
12.3431,1785919028.759942,B,1,0.5186,0.6078,0,0.3108,0.7172,0.4032
12.4221,1785919028.839388,B,1,0.5461,0.6104,0,0.3037,0.7004,0.3854
12.5010,1785919028.917931,B,1,0.5778,0.6516,0,0.3019,0.7264,0.3947
12.5792,1785919028.996092,B,1,0.6121,0.6923,0,0.2867,0.7828,0.4176
12.6574,1785919029.074308,B,1,0.6062,0.5924,0,0.3170,0.7252,0.3954
12.7374,1785919029.154329,B,1,0.6180,0.6456,0,0.3036,0.7250,0.3949
12.8155,1785919029.232327,B,1,0.6534,0.7358,0,0.2598,0.8383,0.4547
12.8934,1785919029.310353,B,1,0.6561,0.6625,0,0.2974,0.7365,0.3923
12.9875,1785919029.404411,B,1,0.6698,0.7019,0,0.2836,0.7899,0.4342
13.0665,1785919029.483439,B,1,0.6800,0.7037,0,0.2793,0.7857,0.4210
13.1454,1785919029.562336,B,1,0.6950,0.7301,0,0.2639,0.8206,0.4504
13.2248,1785919029.642599,B,1,0.7115,0.7500,1,0.2550,0.8737,0.4801
13.3029,1785919029.720034,B,1,0.7217,0.7455,1,0.2569,0.8828,0.4591
13.3824,1785919029.799457,B,1,0.7166,0.7048,1,0.2718,0.8263,0.4391
13.4603,1785919029.877187,B,1,0.7208,0.7305,1,0.2607,0.8470,0.4536
13.5408,1785919029.957882,B,1,0.7313,0.7560,1,0.2477,0.8730,0.4719
13.6177,1785919030.034679,B,1,0.7356,0.7456,1,0.2552,0.8723,0.4612
13.6966,1785919030.113463,B,1,0.7355,0.7353,1,0.2555,0.8614,0.4525
13.7737,1785919030.190621,B,1,0.7008,0.6199,1,0.2982,0.7370,0.3950
13.8515,1785919030.268606,B,1,0.7243,0.7791,1,0.2209,0.9581,0.4983
13.9295,1785919030.346423,B,1,0.7394,0.7746,1,0.2250,0.9561,0.5184
14.0084,1785919030.425349,B,1,0.7331,0.7184,1,0.2599,0.8349,0.4649
14.0848,1785919030.501715,B,1,0.7429,0.7657,1,0.2324,0.9354,0.4987
14.1487,1785919030.565618,B,1,0.7280,0.6932,1,0.2636,0.8401,0.4448
14.2248,1785919030.641743,B,1,0.7265,0.7232,1,0.2643,0.8751,0.4749
14.3038,1785919030.720705,B,1,0.7344,0.7528,1,0.2467,0.8972,0.4707
14.3818,1785919030.798670,B,1,0.7001,0.6201,1,0.2906,0.7502,0.4134
14.4606,1785919030.877546,B,1,0.6884,0.6611,0,0.2699,0.7862,0.4379
14.5368,1785919030.953656,B,1,0.6858,0.6796,0,0.2682,0.8583,0.4416
14.6166,1785919031.033456,B,1,0.7075,0.7582,1,0.2431,0.9059,0.4966
14.6958,1785919031.112755,B,1,0.7215,0.7541,1,0.2432,0.8871,0.4633
14.7579,1785919031.174818,B,1,0.7203,0.7174,1,0.2585,0.8640,0.4608
14.8358,1785919031.252743,B,1,0.7020,0.6595,1,0.2701,0.8331,0.4565
14.9163,1785919031.333155,B,1,0.6946,0.6774,0,0.2637,0.8415,0.4423
14.9931,1785919031.410031,B,1,0.6691,0.6096,0,0.2838,0.7768,0.4155
15.0712,1785919031.488118,B,1,0.6726,0.6809,0,0.2645,0.8341,0.4502
15.1652,1785919031.582108,A,2,0.6836,0.7090,0,0.2633,0.8627,0.4682
15.2426,1785919031.659673,A,2,0.6743,0.6526,0,0.2667,0.8378,0.4426
15.3229,1785919031.740082,A,2,0.6605,0.6283,0,0.2743,0.8181,0.4360
15.4009,1785919031.818276,A,2,0.6342,0.5729,0,0.2952,0.7603,0.3974
15.4807,1785919031.897628,A,2,0.6320,0.6269,0,0.2772,0.8270,0.4313
15.5600,1785919031.977401,A,2,0.6141,0.5722,0,0.2958,0.7511,0.4098
15.6369,1785919032.053713,A,2,0.6160,0.6205,0,0.2809,0.8209,0.4481
15.7159,1785919032.132978,A,2,0.6684,0.7908,0,0.2341,0.9488,0.5151
15.7939,1785919032.211105,A,2,0.6750,0.6904,0,0.2719,0.8757,0.4708
15.8739,1785919032.290885,A,2,0.7058,0.7778,1,0.2370,0.9278,0.4934
15.9509,1785919032.367837,A,2,0.7006,0.6884,1,0.2629,0.8378,0.4475
16.0310,1785919032.448319,A,2,0.7259,0.7850,1,0.2329,0.9432,0.4958
16.1099,1785919032.527127,A,2,0.7574,0.8308,1,0.2158,1.0231,0.5322
16.1890,1785919032.606250,A,2,0.7515,0.7376,1,0.2541,0.8799,0.4523
16.2667,1785919032.683648,A,2,0.7536,0.7586,1,0.2446,0.9378,0.4815
16.3471,1785919032.763998,A,2,0.7584,0.7696,1,0.2347,0.8976,0.4958
16.4252,1785919032.842489,A,2,0.7738,0.8098,1,0.2253,0.9614,0.5257
16.5051,1785919032.922189,A,2,0.7732,0.7718,1,0.2434,0.9640,0.5095
16.5830,1785919033.000169,A,2,0.7847,0.8116,1,0.2215,0.9802,0.5060
16.6621,1785919033.078943,A,2,0.7859,0.7885,1,0.2292,0.9653,0.4980
16.7394,1785919033.156585,A,2,0.7970,0.8230,1,0.2223,1.0070,0.5210
16.8192,1785919033.236518,A,2,0.8093,0.8381,1,0.2145,1.0358,0.5356
16.8973,1785919033.314453,A,2,0.8168,0.8341,1,0.2142,1.0230,0.5352
16.9773,1785919033.394301,A,2,0.8109,0.7972,1,0.2243,0.9683,0.5193
17.0554,1785919033.472345,A,2,0.8296,0.8732,1,0.1852,1.1129,0.5795
17.1357,1785919033.552755,A,2,0.8316,0.8364,1,0.2128,1.0497,0.5358
17.2135,1785919033.630617,A,2,0.8389,0.8558,1,0.1945,1.0941,0.5638
17.2936,1785919033.710895,A,2,0.8428,0.8519,1,0.1969,1.0864,0.5687
17.3715,1785919033.788368,A,2,0.8747,0.9493,1,0.1659,1.2204,0.6144
17.4494,1785919033.866524,A,2,0.8518,0.7982,1,0.2192,0.9871,0.5211
17.5274,1785919033.944664,A,2,0.8798,0.9452,1,0.1702,1.2258,0.6283
17.6074,1785919034.024208,A,2,0.9131,0.9909,1,0.1504,1.2896,0.6646
17.6855,1785919034.103055,A,2,0.8958,0.8552,1,0.1898,1.1319,0.5841
17.7636,1785919034.181039,A,2,0.9014,0.9144,1,0.1747,1.1932,0.6129
17.8414,1785919034.258388,A,2,0.9108,0.9327,1,0.1697,1.2194,0.6171
17.9206,1785919034.337443,A,2,0.9335,0.9866,1,0.1531,1.2921,0.6568
17.9998,1785919034.416906,A,2,0.9215,0.8933,1,0.1796,1.2051,0.6204
18.0777,1785919034.494945,A,2,0.9424,0.9912,1,0.1514,1.3082,0.6728
18.1581,1785919034.575432,A,2,0.9517,0.9736,1,0.1587,1.2994,0.6540
18.2366,1785919034.653680,A,2,0.9662,1,1,0.1411,1.3397,0.6757
18.3154,1785919034.732271,A,2,0.9226,0.8210,1,0.1940,1.1387,0.5887
18.3937,1785919034.810917,A,2,0.9054,0.8652,1,0.1809,1.1447,0.6016
18.4734,1785919034.890494,A,2,0.9299,0.9870,1,0.1498,1.3502,0.6696
18.5505,1785919034.967387,A,2,0.9199,0.8966,1,0.1734,1.1990,0.6263
18.6294,1785919035.046297,A,2,0.9401,0.9871,1,0.1458,1.3238,0.6765
18.7078,1785919035.125167,A,2,0.9516,0.9786,1,0.1514,1.3393,0.6658
18.7854,1785919035.202355,A,2,0.9547,0.9617,1,0.1525,1.2709,0.6566
18.8635,1785919035.280613,A,2,0.9492,0.9364,1,0.1611,1.2698,0.6559
18.9418,1785919035.358814,A,2,0.9594,0.9831,1,0.1471,1.3310,0.6731
19.0209,1785919035.438424,A,2,0.9388,0.8908,1,0.1672,1.1890,0.6125
19.0998,1785919035.516854,A,2,0.9421,0.9498,1,0.1537,1.2792,0.6412
19.1778,1785919035.595480,A,2,0.9445,0.9500,1,0.1559,1.2561,0.6639
19.2559,1785919035.673025,A,2,0.9362,0.9170,1,0.1589,1.2583,0.6434
19.3341,1785919035.751188,A,2,0.9268,0.9050,1,0.1629,1.2707,0.6385
19.4140,1785919035.831052,A,2,0.9167,0.8930,1,0.1685,1.2439,0.6318
19.4940,1785919035.910875,A,2,0.9109,0.8975,1,0.1636,1.2350,0.6238
19.5719,1785919035.988741,A,2,0.8777,0.8000,1,0.1899,1.1570,0.5963
19.6522,1785919036.069669,A,2,0.8753,0.8699,1,0.1743,1.2309,0.6325
19.7300,1785919036.146849,A,2,0.8374,0.7490,1,0.1946,1.0696,0.5657
19.8102,1785919036.227637,A,2,0.8330,0.8226,1,0.1793,1.1670,0.6070
19.8881,1785919036.305285,A,2,0.8024,0.7309,1,0.2093,1.0283,0.5491
19.9660,1785919036.383170,A,2,0.7897,0.7600,1,0.1924,1.0844,0.5743
20.0437,1785919036.460871,A,2,0.7739,0.7371,1,0.1996,1.0416,0.5623
20.1239,1785919036.541062,A,2,0.7881,0.8214,1,0.1810,1.1543,0.6067
20.2177,1785919036.635112,B,2,0.7462,0.6482,1,0.2299,0.9566,0.4982
20.2967,1785919036.713690,B,2,0.7314,0.6969,1,0.2181,1.0297,0.5207
20.3736,1785919036.790574,B,2,0.7308,0.7294,1,0.2042,1.0514,0.5473
20.4374,1785919036.854328,B,2,0.7061,0.6484,1,0.2281,0.9600,0.5120
20.5145,1785919036.931344,B,2,0.6659,0.5720,0,0.2589,0.8881,0.4651
20.5930,1785919037.009981,B,2,0.6545,0.6279,0,0.2333,0.9359,0.4919
20.6720,1785919037.088932,B,2,0.6041,0.4865,0,0.2729,0.8146,0.4465
20.7500,1785919037.167133,B,2,0.5902,0.5577,0,0.2619,0.8731,0.4590
20.8300,1785919037.246877,B,2,0.5844,0.5709,0,0.2571,0.8515,0.4670
20.9080,1785919037.324961,B,2,0.5614,0.5076,0,0.2671,0.8460,0.4499
20.9874,1785919037.404314,B,2,0.5675,0.5817,0,0.2535,0.8628,0.4581
21.0663,1785919037.483278,B,2,0.5427,0.4848,0,0.2720,0.8121,0.4500
21.1442,1785919037.561090,B,2,0.5157,0.4528,0,0.2810,0.7937,0.4367
21.2221,1785919037.639282,B,2,0.4614,0.3346,0,0.3185,0.6761,0.3653
21.3021,1785919037.718985,B,2,0.4499,0.4232,0,0.2972,0.7729,0.4112
21.3801,1785919037.797019,B,2,0.4571,0.4739,0,0.2763,0.8291,0.4336
21.4581,1785919037.875062,B,2,0.4583,0.4610,0,0.2741,0.7795,0.4272
21.5361,1785919037.953031,B,2,0.4675,0.4889,0,0.2698,0.8106,0.4352
21.6155,1785919038.032378,B,2,0.4900,0.5424,0,0.2625,0.8453,0.4510
21.6934,1785919038.110336,B,2,0.4930,0.5000,0,0.2674,0.8176,0.4409
21.7730,1785919038.189869,B,2,0.5099,0.5495,0,0.2580,0.8370,0.4419
21.8510,1785919038.267870,B,2,0.5058,0.4964,0,0.2720,0.8193,0.4496
21.9309,1785919038.347778,B,2,0.5199,0.5527,0,0.2585,0.8286,0.4492
22.0091,1785919038.426005,B,2,0.4955,0.4384,0,0.2814,0.7689,0.4358
22.0871,1785919038.503960,B,2,0.4605,0.3791,0,0.3000,0.7313,0.3953
22.1649,1785919038.581842,B,2,0.4551,0.4424,0,0.2803,0.7853,0.4253
22.2449,1785919038.662089,B,2,0.4691,0.5018,0,0.2639,0.8243,0.4177
22.3230,1785919038.739899,B,2,0.4891,0.5357,0,0.2662,0.8207,0.4657
22.4030,1785919038.819936,B,2,0.4438,0.3381,0,0.3132,0.7064,0.3940
22.4800,1785919038.896896,B,2,0.4394,0.4291,0,0.2869,0.7927,0.4220
22.5590,1785919038.975886,B,2,0.4327,0.4170,0,0.2898,0.7617,0.4210
22.6374,1785919039.054315,B,2,0.4201,0.3908,0,0.2987,0.7477,0.3996
22.7153,1785919039.132227,B,2,0.4204,0.4211,0,0.2908,0.7742,0.4217
22.7953,1785919039.212255,B,2,0.4118,0.3916,0,0.2964,0.7377,0.3991
22.8733,1785919039.290200,B,2,0.4178,0.4321,0,0.2874,0.7921,0.4186
22.9513,1785919039.368281,B,2,0.4019,0.3646,0,0.3026,0.7336,0.3935
23.0294,1785919039.446277,B,2,0.4578,0.5882,0,0.2629,0.8636,0.4663
23.1070,1785919039.523879,B,2,0.4798,0.5310,0,0.2653,0.8401,0.4373
23.1860,1785919039.602988,B,2,0.4760,0.4674,0,0.2721,0.7713,0.4241
23.2640,1785919039.681172,B,2,0.5315,0.6610,0,0.2363,0.9254,0.4950
23.3409,1785919039.757791,B,2,0.5318,0.5324,0,0.2634,0.8191,0.4415
23.4189,1785919039.835841,B,2,0.5427,0.5680,0,0.2631,0.8493,0.4595
23.4988,1785919039.915748,B,2,0.5212,0.4712,0,0.2752,0.7990,0.4339
23.5769,1785919039.993800,B,2,0.5017,0.4561,0,0.2821,0.8140,0.4392
23.6569,1785919040.073842,B,2,0.5118,0.5354,0,0.2683,0.8400,0.4580
23.7339,1785919040.150881,B,2,0.4780,0.3993,0,0.2947,0.7560,0.4086
23.7969,1785919040.213880,B,2,0.4861,0.5050,0,0.2695,0.8189,0.4378
23.8749,1785919040.292168,B,2,0.5163,0.5867,0,0.2606,0.8306,0.4626
23.9530,1785919040.369948,B,2,0.4664,0.3500,0,0.3012,0.7181,0.3917
24.0326,1785919040.449570,B,2,0.4575,0.4367,0,0.2802,0.7566,0.4209
24.1105,1785919040.527450,B,2,0.4342,0.3800,0,0.2948,0.7274,0.3954
24.1896,1785919040.606523,B,2,0.4090,0.3500,0,0.3066,0.7404,0.4046
24.2676,1785919040.684507,B,2,0.4123,0.4200,0,0.2856,0.7570,0.4053
24.3466,1785919040.763579,B,2,0.3996,0.3700,0,0.2982,0.7325,0.3889
24.4243,1785919040.841238,B,2,0.4137,0.4467,0,0.2826,0.7954,0.4026
24.5013,1785919040.918234,B,2,0.4196,0.4333,0,0.2836,0.7651,0.4096
24.5802,1785919040.997078,B,2,0.3857,0.3067,0,0.3155,0.6857,0.3707
24.6595,1785919041.076436,B,2,0.3740,0.3467,0,0.3043,0.7412,0.3875
24.7380,1785919041.154912,B,2,0.3598,0.3267,0,0.3027,0.6986,0.3799
24.8160,1785919041.232939,B,2,0.3729,0.4033,0,0.3001,0.7479,0.4118
24.8960,1785919041.313104,B,2,0.3250,0.2133,0,0.3421,0.6343,0.3414
24.9740,1785919041.390931,B,2,0.2885,0.2033,0,0.3460,0.6218,0.3423
25.0520,1785919041.468890,B,2,0.2680,0.2200,0,0.3397,0.6273,0.3344
25.1308,1785919041.547833,B,2,0.2596,0.2400,0,0.3355,0.6412,0.3475
25.2101,1785919041.627003,B,2,0.2507,0.2300,0,0.3367,0.6135,0.3517
25.2881,1785919041.705013,B,2,0.2385,0.2100,0,0.3440,0.6202,0.3511
25.3659,1785919041.782784,B,2,0.2429,0.2533,0,0.3359,0.6544,0.3607
25.4432,1785919041.860141,B,2,0.2451,0.2500,0,0.3336,0.6373,0.3495
25.5232,1785919041.940143,B,2,0.2095,0.1267,0,0.3734,0.5498,0.3131
25.6013,1785919042.018184,B,2,0.1827,0.1200,0,0.3827,0.5360,0.3023
25.6812,1785919042.098119,B,2,0.1679,0.1333,0,0.3737,0.5513,0.3219
25.7593,1785919042.176159,B,2,0.1545,0.1233,0,0.3781,0.5347,0.3049
25.8387,1785919042.255571,B,2,0.1352,0.0900,0,0.4126,0.4832,0.2820
25.9186,1785919042.335745,B,2,0.1316,0.1233,0,0.3890,0.5089,0.2974
25.9959,1785919042.412845,B,2,0.1001,0.0267,0,0.4465,0.3889,0.2313
26.0746,1785919042.491546,B,2,0.0821,0.0400,0,0.4452,0.4017,0.2443
26.1515,1785919042.568477,B,2,0.0865,0.0967,0,0.4125,0.4721,0.2719
26.2295,1785919042.646540,B,2,0.0665,0.0200,0,0.4573,0.4078,0.2337
26.3075,1785919042.724392,B,2,0.0716,0.0833,0,0.4205,0.4557,0.2671
