t_session_sec,abs_ts,phase_rec,trial_idx_rec,attention_rec,attention_pct_rec,attention_window_open_rec,theta_power_rec,smr_power_rec,beta1_power_rec
5.2766,1785919021.693720,B,1,0.0446,0.0159,0,0.3559,0.5831,0.3176
5.3547,1785919021.772195,B,1,0.0406,0.0312,0,0.3520,0.6283,0.3385
5.4337,1785919021.850885,B,1,0.0515,0.0769,0,0.3382,0.6393,0.3574
5.5107,1785919021.927643,B,1,0.0815,0.1515,0,0.3233,0.6807,0.3726
5.5887,1785919022.005542,B,1,0.0615,0.0149,0,0.3590,0.5869,0.3292
5.6666,1785919022.083990,B,1,0.0475,0.0147,0,0.3898,0.5112,0.2983
5.7465,1785919022.163524,B,1,0.0419,0.0290,0,0.3725,0.5689,0.3138
5.8227,1785919022.240156,B,1,0.0636,0.1143,0,0.3381,0.6287,0.3505
5.9017,1785919022.318665,B,1,0.0741,0.0986,0,0.3417,0.6228,0.3444
5.9787,1785919022.395819,B,1,0.0894,0.1250,0,0.3394,0.6328,0.3508
6.0587,1785919022.475618,B,1,0.0996,0.1233,0,0.3398,0.6284,0.3357
6.1344,1785919022.551332,B,1,0.1710,0.3378,0,0.2878,0.7299,0.3912
6.2104,1785919022.627493,B,1,0.1877,0.2267,0,0.3211,0.6675,0.3643
6.2884,1785919022.705697,B,1,0.1433,0.0395,0,0.3696,0.5675,0.3148
6.3664,1785919022.783253,B,1,0.1860,0.2857,0,0.3083,0.7369,0.3953
6.4455,1785919022.862629,B,1,0.1456,0.0513,0,0.3619,0.5778,0.3289
6.5243,1785919022.941273,B,1,0.1665,0.2152,0,0.3290,0.6556,0.3643
6.6024,1785919023.019388,B,1,0.1840,0.2250,0,0.3268,0.6634,0.3519
6.6803,1785919023.097520,B,1,0.1547,0.0864,0,0.3583,0.6024,0.3242
6.7604,1785919023.177284,B,1,0.1961,0.2927,0,0.3214,0.6739,0.3761
6.8375,1785919023.254476,B,1,0.1987,0.2048,0,0.3334,0.6602,0.3616
6.9164,1785919023.333496,B,1,0.2070,0.2262,0,0.3330,0.6638,0.3754
6.9958,1785919023.412697,B,1,0.2437,0.3294,0,0.3214,0.6872,0.3763
7.0749,1785919023.492040,B,1,0.2543,0.2791,0,0.3232,0.6554,0.3704
7.1519,1785919023.568725,B,1,0.2539,0.2529,0,0.3282,0.6563,0.3697
7.2320,1785919023.649200,B,1,0.2834,0.3523,0,0.3235,0.6864,0.3914
7.3100,1785919023.727080,B,1,0.2624,0.2135,0,0.3283,0.6444,0.3598
7.3899,1785919023.807045,B,1,0.2970,0.3778,0,0.3093,0.6838,0.3755
7.4679,1785919023.884786,B,1,0.2969,0.2967,0,0.3265,0.6809,0.3738
7.5460,1785919023.962977,B,1,0.2600,0.1739,0,0.3357,0.6455,0.3630
7.6259,1785919024.042865,B,1,0.3014,0.3978,0,0.3000,0.6847,0.3816
7.7042,1785919024.121477,B,1,0.3418,0.4362,0,0.3058,0.7414,0.3945
7.7840,1785919024.200948,B,1,0.2708,0.1053,0,0.3483,0.6542,0.3485
7.8621,1785919024.278978,B,1,0.1958,0.0208,0,0.3691,0.5600,0.3013
7.9421,1785919024.359244,B,1,0.2577,0.4021,0,0.3080,0.7245,0.3937
8.0200,1785919024.437053,B,1,0.1957,0.0510,0,0.3667,0.5727,0.3308
8.0980,1785919024.514885,B,1,0.2127,0.2525,0,0.3286,0.6502,0.3620
8.1780,1785919024.594889,B,1,0.1759,0.0900,0,0.3584,0.5917,0.3254
8.2561,1785919024.673147,B,1,0.1291,0.0198,0,0.3741,0.5419,0.3033
8.3360,1785919024.753209,B,1,0.1257,0.1176,0,0.3537,0.5803,0.3280
